Prediction,Category,Category Name,Sensitivity,Specificity,Categorical agreement,ME,VME,N,Resistant
R,ST,ST5146,-,100,100,0,-,1,0
R,ST,ST5147,-,100,100,0,-,1,0
R,ST,ST5148,100,0,100,100,0,5,100
R,ST,ST5149,-,100,100,0,-,2,0
R,ST,ST515,100,100,100,0,0,26,7.6923076923076925
R,ST,ST515-1LV,100,0,100,100,0,1,100
R,ST,ST5150,-,100,100,0,-,1,0
R,ST,ST5151,-,100,100,0,-,1,0
R,ST,ST5152,100,0,100,100,0,5,100
R,ST,ST5153,-,100,100,0,-,1,0
R,ST,ST5154,-,100,100,0,-,9,0
R,ST,ST5155,100,0,100,100,0,1,100
R,ST,ST5156,-,100,100,0,-,3,0
R,ST,ST5157,-,100,100,0,-,1,0
R,ST,ST5158,-,100,100,0,-,2,0
R,ST,ST5159,-,100,100,0,-,1,0
R,ST,ST5160,-,100,100,0,-,1,0
R,ST,ST5161,-,100,100,0,-,1,0
R,ST,ST5162,-,100,100,0,-,1,0
R,ST,ST5163,-,100,100,0,-,1,0
R,ST,ST5165,-,100,100,0,-,1,0
R,ST,ST5166,-,100,100,0,-,3,0
R,ST,ST5168,-,100,100,0,-,1,0
R,ST,ST5169,-,100,100,0,-,1,0
R,ST,ST517,-,100,100,0,-,1,0
R,ST,ST5170,-,100,100,0,-,1,0
R,ST,ST5172,-,100,100,0,-,3,0
R,ST,ST5173,-,100,100,0,-,1,0
R,ST,ST5174,0,100,50,0,100,2,50
R,ST,ST5175,-,100,100,0,-,1,0
R,ST,ST5176,-,100,100,0,-,1,0
R,ST,ST5177,-,100,100,0,-,4,0
R,ST,ST5178,-,100,100,0,-,3,0
R,ST,ST5179,-,100,100,0,-,3,0
R,ST,ST5180,-,100,100,0,-,1,0
R,ST,ST5181,-,100,100,0,-,6,0
R,ST,ST5182,-,100,100,0,-,2,0
R,ST,ST5183,-,100,100,0,-,1,0
R,ST,ST5184,-,100,100,0,-,1,0
R,ST,ST5185,-,100,100,0,-,1,0
R,ST,ST5186,100,0,100,100,0,5,100
R,ST,ST5187,-,100,100,0,-,1,0
R,ST,ST5188,-,100,100,0,-,1,0
R,ST,ST5189,100,0,100,100,0,1,100
R,ST,ST520,100,100,100,0,0,3,33.33333333333333
R,ST,ST5217,-,0,0,100,-,1,0
R,ST,ST5221,-,100,100,0,-,1,0
R,ST,ST5239,-,100,100,0,-,1,0
R,ST,ST524,-,100,100,0,-,1,0
R,ST,ST5240,-,100,100,0,-,1,0
R,ST,ST5241,100,0,100,100,0,14,100
R,ST,ST5242,-,100,100,0,-,1,0
R,ST,ST5243,100,0,66.66666666666666,100,0,3,66.66666666666666
R,ST,ST5244,100,0,100,100,0,1,100
R,ST,ST5246,-,100,100,0,-,1,0
R,ST,ST5246-1LV,-,100,100,0,-,1,0
R,ST,ST5247,0,100,0,0,100,1,100
R,ST,ST525,100,0,100,100,0,4,100
R,ST,ST526,-,88.88888888888889,88.88888888888889,11.11111111111111,-,9,0
R,ST,ST527,-,100,100,0,-,1,0
R,ST,ST527-1LV,-,100,100,0,-,1,0
R,ST,ST528,0,100,91.66666666666666,0,100,12,8.333333333333332
R,ST,ST5280,100,0,100,100,0,1,100
R,ST,ST5282,100,0,100,100,0,1,100
R,ST,ST53-2LV,0,100,0,0,100,1,100
R,ST,ST530,100,100,100,0,0,6,33.33333333333333
R,ST,ST5306,100,0,100,100,0,1,100
R,ST,ST5325,100,0,100,100,0,1,100
R,ST,ST533,-,100,100,0,-,1,0
R,ST,ST534,66.66666666666666,100,87.5,0,33.33333333333333,8,37.5
R,ST,ST5340,100,0,100,100,0,1,100
R,ST,ST5354,-,100,100,0,-,1,0
R,ST,ST537,-,100,100,0,-,1,0
R,ST,ST5381,-,100,100,0,-,1,0
R,ST,ST5394,-,100,100,0,-,1,0
R,ST,ST54,100,100,100,0,0,20,15
R,ST,ST540,100,100,100,0,0,4,25
R,ST,ST540-1LV,50,50,50,50,50,4,100
R,ST,ST541-2LV,-,100,100,0,-,1,0
R,ST,ST542,-,100,100,0,-,1,0
R,ST,ST5453,-,100,100,0,-,1,0
R,ST,ST5458,-,100,100,0,-,1,0
R,ST,ST5459,-,100,100,0,-,1,0
R,ST,ST5480,-,100,100,0,-,3,0
R,ST,ST5485,-,100,100,0,-,1,0
R,ST,ST5488,-,100,100,0,-,1,0
R,ST,ST549,-,100,100,0,-,1,0
R,ST,ST55,-,100,100,0,-,1,0
R,ST,ST551,77.77777777777779,100,90.47619047619048,0,22.22222222222222,21,42.857142857142854
R,ST,ST551-1LV,0,100,0,0,100,2,100
R,ST,ST5520-2LV,100,0,100,100,0,1,100
R,ST,ST5528,-,100,100,0,-,1,0
R,ST,ST5529,-,100,100,0,-,1,0
R,ST,ST5551,100,0,66.66666666666666,100,0,6,66.66666666666666
R,ST,ST556,100,100,100,0,0,5,20
R,ST,ST5569,-,100,100,0,-,1,0
R,ST,ST557,-,100,100,0,-,2,0
R,ST,ST558,-,100,100,0,-,1,0
R,ST,ST5583,-,100,100,0,-,1,0
R,ST,ST56-2LV,0,100,0,0,100,1,100
R,ST,ST560,66.66666666666666,100,80,0,33.33333333333333,5,60
R,ST,ST560-1LV,100,0,100,100,0,1,100
R,ST,ST5602,100,0,100,100,0,1,100
R,ST,ST5603,100,0,100,100,0,1,100
R,ST,ST564,-,100,100,0,-,1,0
R,ST,ST5648,-,100,100,0,-,1,0
R,ST,ST5655,-,100,100,0,-,2,0
R,ST,ST5669,-,100,100,0,-,1,0
R,ST,ST567,100,0,100,100,0,1,100
R,ST,ST5670,-,100,100,0,-,1,0
R,ST,ST5671-1LV,-,100,100,0,-,1,0
R,ST,ST5676,-,100,100,0,-,1,0
R,ST,ST5680,-,100,100,0,-,2,0
R,ST,ST5680-1LV,-,100,100,0,-,1,0
R,ST,ST5696,-,100,100,0,-,1,0
R,ST,ST570,100,100,100,0,0,3,33.33333333333333
R,ST,ST571,100,100,100,0,0,4,50
R,ST,ST5710,-,100,100,0,-,1,0
R,ST,ST5714-3LV,-,100,100,0,-,1,0
R,ST,ST5715,-,100,100,0,-,2,0
R,ST,ST5716,-,100,100,0,-,1,0
R,ST,ST5781,-,100,100,0,-,1,0
R,ST,ST5799,-,0,0,100,-,1,0
R,ST,ST580,100,0,100,100,0,2,100
R,ST,ST581,-,100,100,0,-,3,0
R,ST,ST5817,-,100,100,0,-,1,0
R,ST,ST5824,-,100,100,0,-,1,0
R,ST,ST5827,-,100,100,0,-,7,0
R,ST,ST5831,-,100,100,0,-,1,0
R,ST,ST5832,-,100,100,0,-,2,0
R,ST,ST5834,-,100,100,0,-,1,0
R,ST,ST5836,-,100,100,0,-,1,0
R,ST,ST5837,-,100,100,0,-,1,0
R,ST,ST5838,-,100,100,0,-,1,0
R,ST,ST584,100,93.75,95.23809523809523,6.25,0,21,23.809523809523807
R,ST,ST5841,-,100,100,0,-,1,0
R,ST,ST5843,-,100,100,0,-,1,0
R,ST,ST5844,100,0,100,100,0,1,100
R,ST,ST5845,-,100,100,0,-,1,0
R,ST,ST5846,-,100,100,0,-,1,0
R,ST,ST5847,-,100,100,0,-,1,0
R,ST,ST5849,-,100,100,0,-,1,0
R,ST,ST585,100,100,100,0,0,2,50
R,ST,ST5850,-,100,100,0,-,1,0
R,ST,ST5851,-,100,100,0,-,1,0
R,ST,ST5851-1LV,-,100,100,0,-,1,0
R,ST,ST5853,-,100,100,0,-,1,0
R,ST,ST5854,-,100,100,0,-,1,0
R,ST,ST5860,-,100,100,0,-,1,0
R,ST,ST5861,-,100,100,0,-,1,0
R,ST,ST5862,-,100,100,0,-,1,0
R,ST,ST587,-,100,100,0,-,2,0
R,ST,ST588,-,100,100,0,-,1,0
R,ST,ST5886,-,100,100,0,-,1,0
R,ST,ST589,-,100,100,0,-,1,0
R,ST,ST590,-,100,100,0,-,12,0
R,ST,ST592,-,100,100,0,-,8,0
R,ST,ST594,-,100,100,0,-,1,0
R,ST,ST595,-,100,100,0,-,5,0
R,ST,ST595-1LV,-,100,100,0,-,1,0
R,ST,ST596,-,90,90,10,-,10,0
R,ST,ST596-1LV,-,100,100,0,-,1,0
R,ST,ST597,-,100,100,0,-,11,0
R,ST,ST599,-,100,100,0,-,1,0
R,ST,ST6,-,100,100,0,-,7,0
R,ST,ST60,-,100,100,0,-,6,0
R,ST,ST601,-,100,100,0,-,2,0
R,ST,ST603,-,100,100,0,-,7,0
R,ST,ST606,0,100,50,0,100,2,50
R,ST,ST607,100,100,100,0,0,3,33.33333333333333
R,ST,ST6107,-,100,100,0,-,1,0
R,ST,ST611,100,100,100,0,0,15,13.333333333333334
R,ST,ST616,-,100,100,0,-,9,0
R,ST,ST616-3LV,-,100,100,0,-,1,0
R,ST,ST621-3LV,-,100,100,0,-,1,0
R,ST,ST622,-,100,100,0,-,1,0
R,ST,ST626,-,100,100,0,-,3,0
R,ST,ST627,-,100,100,0,-,2,0
R,ST,ST628,80,100,95.65217391304348,0,20,23,21.73913043478261
R,ST,ST629,100,100,100,0,0,13,46.15384615384615
R,ST,ST63-1LV,-,100,100,0,-,1,0
R,ST,ST63-3LV,-,100,100,0,-,1,0
R,ST,ST631,100,100,100,0,0,2,50
R,ST,ST632,-,100,100,0,-,1,0
R,ST,ST634,-,100,100,0,-,1,0
R,ST,ST636,85.71428571428571,100,96.15384615384616,0,14.285714285714285,26,26.923076923076923
R,ST,ST639,-,100,100,0,-,6,0
R,ST,ST641,-,100,100,0,-,28,0
R,ST,ST643,-,100,100,0,-,18,0
R,ST,ST644-2LV,100,0,100,100,0,1,100
R,ST,ST644-3LV,-,100,100,0,-,1,0
R,ST,ST65,100,100,100,0,0,4,25
R,ST,ST656,100,0,100,100,0,157,100
R,ST,ST659,100,0,100,100,0,2,100
R,ST,ST66,-,100,100,0,-,9,0
R,ST,ST66-3LV,-,100,100,0,-,1,0
R,ST,ST661,85.71428571428571,97.10144927536231,96.05263157894737,2.898550724637681,14.285714285714285,76,9.210526315789473
R,ST,ST661-1LV,-,66.66666666666666,66.66666666666666,33.33333333333333,-,3,0
R,ST,ST662,-,100,100,0,-,2,0
R,ST,ST662-2LV,-,100,100,0,-,1,0
R,ST,ST664,-,100,100,0,-,2,0
R,ST,ST668-2LV,-,100,100,0,-,2,0
R,ST,ST676,-,100,100,0,-,2,0
R,ST,ST678,100,100,100,0,0,3,33.33333333333333
R,ST,ST681,0,100,94.73684210526315,0,100,19,5.263157894736842
R,ST,ST685,100,100,100,0,0,17,88.23529411764706
R,ST,ST686,100,0,100,100,0,2,100
R,ST,ST687,100,100,100,0,0,2,50
R,ST,ST690,-,100,100,0,-,2,0
R,ST,ST692,-,100,100,0,-,1,0
R,ST,ST694,-,100,100,0,-,1,0
R,ST,ST695,-,100,100,0,-,4,0
R,ST,ST696-2LV,-,100,100,0,-,1,0
R,ST,ST697,-,100,100,0,-,6,0
R,ST,ST697-2LV,-,100,100,0,-,1,0
R,ST,ST7,100,100,100,0,0,3,66.66666666666666
R,ST,ST70,87.5,77.77777777777779,84.48275862068965,22.22222222222222,12.5,58,68.96551724137932
R,ST,ST700,100,50,83.33333333333334,50,0,6,66.66666666666666
R,ST,ST704,-,100,100,0,-,5,0
R,ST,ST705,-,100,100,0,-,1,0
R,ST,ST705-2LV,-,100,100,0,-,1,0
R,ST,ST709,100,0,100,100,0,2,100
R,ST,ST710-1LV,-,100,100,0,-,1,0
R,ST,ST711,100,0,92.85714285714286,100,0,14,92.85714285714286
R,ST,ST712,-,100,100,0,-,2,0
R,ST,ST712-1LV,-,100,100,0,-,2,0
R,ST,ST716,100,33.33333333333333,84.61538461538461,66.66666666666666,0,13,76.92307692307693
R,ST,ST719,-,88.88888888888889,88.88888888888889,11.11111111111111,-,9,0
R,ST,ST726,100,0,100,100,0,1,100
R,ST,ST727,-,100,100,0,-,5,0
R,ST,ST729-1LV,-,100,100,0,-,1,0
R,ST,ST73,100,0,100,100,0,2,100
R,ST,ST730,100,0,100,100,0,1,100
R,ST,ST732,-,100,100,0,-,3,0
R,ST,ST734,-,100,100,0,-,1,0
R,ST,ST736,-,100,100,0,-,6,0
R,ST,ST738,-,100,100,0,-,4,0
R,ST,ST74-3LV,100,0,100,100,0,1,100
R,ST,ST740,-,100,100,0,-,1,0
R,ST,ST753,100,100,100,0,0,5,20
R,ST,ST76,50,100,79.16666666666666,0,50,24,41.66666666666667
R,ST,ST76-1LV,-,100,100,0,-,1,0
R,ST,ST765-1LV,-,100,100,0,-,1,0
R,ST,ST767,-,100,100,0,-,3,0
R,ST,ST770,-,100,100,0,-,1,0
R,ST,ST774,-,100,100,0,-,5,0
R,ST,ST776,100,100,100,0,0,12,16.666666666666664
R,ST,ST78,100,0,100,100,0,7,100
R,ST,ST784,100,75,83.33333333333334,25,0,6,33.33333333333333
R,ST,ST785,100,100,100,0,0,2,50
R,ST,ST788,100,100,100,0,0,13,15.384615384615385
R,ST,ST789,100,100,100,0,0,3,33.33333333333333
R,ST,ST790,-,100,100,0,-,1,0
R,ST,ST791,100,100,100,0,0,4,25
R,ST,ST792,100,100,100,0,0,14,14.285714285714285
R,ST,ST792-1LV,-,100,100,0,-,1,0
R,ST,ST8,-,100,100,0,-,5,0
R,ST,ST815,-,100,100,0,-,1,0
R,ST,ST824,-,100,100,0,-,1,0
R,ST,ST827,-,100,100,0,-,3,0
R,ST,ST831,100,100,100,0,0,3,33.33333333333333
R,ST,ST831-1LV,-,100,100,0,-,1,0
R,ST,ST833,100,0,100,100,0,2,100
R,ST,ST834,50,50,50,50,50,2,100
R,ST,ST837-2LV,-,100,100,0,-,1,0
R,ST,ST838-2LV,-,100,100,0,-,1,0
R,ST,ST841,100,75,83.33333333333334,25,0,6,33.33333333333333
R,ST,ST846,100,100,100,0,0,5,20
R,ST,ST852,-,100,100,0,-,4,0
R,ST,ST855,100,0,100,100,0,1,100
R,ST,ST857,-,100,100,0,-,12,0
R,ST,ST86,100,100,100,0,0,23,8.695652173913043
R,ST,ST86-1LV,-,100,100,0,-,1,0
R,ST,ST866,-,100,100,0,-,6,0
R,ST,ST867,-,100,100,0,-,2,0
R,ST,ST868,100,0,100,100,0,1,100
R,ST,ST869,100,0,66.66666666666666,100,0,3,66.66666666666666
R,ST,ST87-1LV,100,0,100,100,0,1,100
R,ST,ST870,50,90,83.33333333333334,10,50,12,16.666666666666664
R,ST,ST872,-,100,100,0,-,6,0
R,ST,ST873,75,100,90.9090909090909,0,25,11,36.36363636363637
R,ST,ST874,100,0,100,100,0,12,100
R,ST,ST876,-,100,100,0,-,2,0
R,ST,ST879,-,100,100,0,-,1,0
R,ST,ST881,100,100,100,0,0,7,28.57142857142857
R,ST,ST882,-,100,100,0,-,11,0
R,ST,ST883,0,100,0,0,100,1,100
R,ST,ST883-2LV,0,100,50,0,100,2,50
R,ST,ST884,100,0,100,100,0,4,100
R,ST,ST889,100,100,100,0,0,10,10
R,ST,ST893,-,100,100,0,-,2,0
R,ST,ST895,100,0,100,100,0,2,100
R,ST,ST896,85.71428571428571,100,90.9090909090909,0,14.285714285714285,11,63.63636363636363
R,ST,ST9,-,100,100,0,-,4,0
R,ST,ST901,-,100,100,0,-,1,0
R,ST,ST902,100,0,100,100,0,3,100
R,ST,ST904,-,100,100,0,-,8,0
R,ST,ST906,100,100,100,0,0,7,14.285714285714285
R,ST,ST91 (subsp. ozaenae),-,100,100,0,-,1,0
R,ST,ST918-2LV,-,100,100,0,-,1,0
R,ST,ST919,100,100,100,0,0,15,6.666666666666667
R,ST,ST919-1LV,-,100,100,0,-,1,0
R,ST,ST920,-,100,100,0,-,1,0
R,ST,ST922,-,100,100,0,-,4,0
R,ST,ST925,50,93.33333333333333,88.23529411764706,6.666666666666667,50,17,11.76470588235294
R,ST,ST925-2LV,-,100,100,0,-,1,0
R,ST,ST929-1LV,-,100,100,0,-,2,0
R,ST,ST93 (subsp. ozaenae),-,100,100,0,-,1,0
R,ST,ST933,-,100,100,0,-,1,0
R,ST,ST935-3LV,-,100,100,0,-,1,0
R,ST,ST938,-,100,100,0,-,2,0
R,ST,ST940,-,100,100,0,-,2,0
R,ST,ST941,-,100,100,0,-,3,0
R,ST,ST942,-,100,100,0,-,1,0
R,ST,ST943,-,100,100,0,-,3,0
R,ST,ST950,-,100,100,0,-,5,0
R,ST,ST955-1LV,-,100,100,0,-,2,0
R,ST,ST960,0,100,66.66666666666666,0,100,3,33.33333333333333
R,ST,ST961-3LV,-,100,100,0,-,1,0
R,ST,ST964,-,100,100,0,-,3,0
R,ST,ST966,-,100,100,0,-,12,0
R,ST,ST967,100,100,100,0,0,9,55.55555555555556
R,ST,ST968,-,100,100,0,-,1,0
R,ST,ST969,-,100,100,0,-,2,0
R,ST,ST973-1LV,-,100,100,0,-,1,0
R,ST,ST976,0,100,80,0,100,5,20
R,ST,ST978,50,100,75,0,50,4,50
R,ST,ST981,100,100,100,0,0,2,50
R,ST,ST982-3LV,-,100,100,0,-,1,0
R,ST,ST983,100,0,100,100,0,2,100
R,ST,ST985,93.33333333333333,100,95.65217391304348,0,6.666666666666667,23,65.21739130434783
R,ST,ST985-1LV,100,0,100,100,0,1,100
R,ST,ST987,-,100,100,0,-,1,0
R,ST,ST992,-,100,100,0,-,1,0
R,ST,ST993,-,100,100,0,-,2,0
R,ST,ST993-1LV,-,100,100,0,-,1,0
R,ST,ST995,100,100,100,0,0,9,77.77777777777779
R,ST,ST995-1LV,-,0,0,100,-,1,0
R,ST,ST997,-,100,100,0,-,5,0
R,ST,ST998-2LV,-,100,100,0,-,1,0
R,ST,ST999,-,100,100,0,-,3,0
R,Country,Australia,90.78590785907859,95.38653366583542,93.93680614859095,4.613466334164588,9.214092140921409,1171,31.511528608027326
R,Country,Bangladesh,92.3076923076923,66.66666666666666,84.21052631578947,33.33333333333333,7.6923076923076925,19,68.42105263157895
R,Country,Cambodia,100,83.33333333333334,93.33333333333333,16.666666666666664,0,15,60
R,Country,Canada,91.30434782608695,100,97.5,0,8.695652173913043,80,28.749999999999996
R,Country,Colombia,98.58356940509914,80.48780487804879,96.7005076142132,19.51219512195122,1.41643059490085,394,89.59390862944161
R,Country,Denmark,100,100,100,0,0,44,2.272727272727273
R,Country,Ethiopia,67.44186046511628,96.15384615384616,83.15789473684211,3.8461538461538463,32.55813953488372,95,45.26315789473684
R,Country,France,-,100,100,0,-,1,0
R,Country,"France, Italy",-,100,100,0,-,1,0
R,Country,"France, Italy, Spain",-,100,100,0,-,2,0
R,Country,India,97.36147757255937,74.35897435897436,95.21531100478468,25.64102564102564,2.638522427440633,836,90.66985645933015
R,Country,Ireland,84.61538461538461,100,85.71428571428571,0,15.384615384615385,14,92.85714285714286
R,Country,Italy,97.65166340508806,97.54299754299754,97.56895745675548,2.457002457002457,2.3483365949119372,2139,23.88966806919121
R,Country,Madagascar,100,96.20253164556962,96.35627530364373,3.79746835443038,0,247,4.048582995951417
R,Country,Nigeria,97.54098360655738,76.92307692307693,92.54658385093167,23.076923076923077,2.459016393442623,161,75.77639751552795
R,Country,Norway,93.66515837104072,98.75776397515527,98.3030303030303,1.2422360248447204,6.334841628959276,2475,8.929292929292929
R,Country,Pakistan,91.47727272727273,64.51612903225806,84.45378151260505,35.483870967741936,8.522727272727272,238,73.94957983193278
R,Country,Philippines,95.26315789473684,76.92307692307693,90.58823529411765,23.076923076923077,4.736842105263158,255,74.50980392156863
R,Country,Portugal,84.8,91.66666666666666,86.52694610778443,8.333333333333332,15.2,334,74.8502994011976
R,Country,Rwanda,84.61538461538461,100,90,0,15.384615384615385,20,65
R,Country,South Africa,75,76.92307692307693,76.47058823529412,23.076923076923077,25,17,23.52941176470588
R,Country,Sweden,-,100,100,0,-,1,0
R,Country,Switzerland,90.27777777777779,83.63636363636363,87.4015748031496,16.363636363636363,9.722222222222223,127,56.69291338582677
R,Country,Thailand,94.11764705882352,57.14285714285714,73.68421052631578,42.857142857142854,5.88235294117647,38,44.73684210526316
R,Country,UK,84.40366972477065,85.71428571428571,84.94623655913979,14.285714285714285,15.59633027522936,372,58.602150537634415
R,Country,USA,97.91806581598388,97.25490196078431,97.8211009174312,2.7450980392156863,2.0819341840161183,1744,85.37844036697247
R,Country,Vietnam,99.07407407407408,0.9259259259259258,99.07407407407408,99.07407407407408,0.9259259259259258,1296,100
R,Country,-,66.66666666666666,100,93.54838709677419,0,33.33333333333333,31,19.35483870967742
R,Source,Animal,97.5609756097561,99.34456928838952,99.278629395852107,0.6554307116104869,2.4390243902439024,1109,3.69702434625789
R,Source,Environment,98.9010989010989,99.65277777777779,99.47229551451187,0.3472222222222222,1.098901098901099,379,24.010554089709764
R,Source,Feed,-,100,100,0,-,9,0
R,Source,Food,-,100,100,0,-,77,0
R,Source,Human,95.77674726730706,94.54340473506201,95.25446385944811,5.456595264937993,4.223252732692945,10473,57.65301250835482
R,Source,Marine,100,100,100,0,0,89,1.1235955056179776
R,Source,-,66.66666666666666,100,93.54838709677419,0,33.33333333333333,31,19.35483870967742
R,Inf Status,Colonisation,98.39167455061495,97.89772727272728,98.08306709265176,2.102272727272727,1.608325449385052,2817,37.52218672346468
R,Inf Status,Infection,95.43775798392353,93.60119047619048,94.760663832121793,6.398809523809524,4.562242016076472,7291,63.132629268961736
R,Inf Status,Unknown,93.81044487427465,97.34111543450065,96.45458960660514,2.6588845654993514,6.189555125725339,2059,25.10927634774162
